"d_phi_p [deg]","fc [GHz]","Time [us]","re(SP(i1)) [mV]","re(SP(i2)) [mV]","re(SP(i3)) [mV]","re(SP(i4)) [mV]","re(SP(q1)) [mV]","re(SP(q2)) [mV]","re(SP(q3)) [mV]","re(SP(q4)) [mV]"
163,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
163,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
164,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
164,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
164,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
164,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
164,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
164,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
164,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
164,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
164,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
164,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
164,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
164,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
164,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
164,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
164,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
164,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
164,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
164,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
165,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
165,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
165,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
165,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
165,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
165,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
165,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
165,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
165,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
165,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
165,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
165,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
165,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
165,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
165,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
165,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
165,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
165,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
166,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
166,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
166,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
166,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
166,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
166,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
166,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
166,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
166,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
166,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
166,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
166,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
166,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
166,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
166,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
166,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
166,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
166,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
167,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
167,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
167,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
167,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
167,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
167,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
167,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
167,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
167,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
167,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
167,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
167,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
167,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
167,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
167,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
167,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
167,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
167,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
168,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
168,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
168,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
168,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
168,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
168,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
168,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
168,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
168,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
168,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
168,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
168,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
168,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
168,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
168,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
168,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
168,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
168,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
169,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
169,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
169,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
169,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
169,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
169,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
169,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
169,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
169,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
169,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
169,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
169,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
169,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
169,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
169,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
169,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
169,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
169,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
170,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
170,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
170,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
170,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
170,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
170,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
170,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
170,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
170,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
170,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
170,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
170,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
170,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
170,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
170,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
170,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
170,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
170,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
171,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
171,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
171,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
171,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
171,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
171,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
171,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
171,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
171,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
171,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
171,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
171,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
171,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
171,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
171,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
171,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
171,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
171,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
172,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
172,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
172,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
172,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
172,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
172,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
172,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
172,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
172,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
172,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
172,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
172,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
172,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
172,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
172,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
172,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
172,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
172,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
173,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
173,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
173,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
173,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
173,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
173,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
173,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
173,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
173,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
173,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
173,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
173,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
173,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
173,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
173,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
173,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
173,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
173,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
174,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
